sms_text,category,transaction_type,amount,merchant,bank,bank_key,date,language
قمت بسحب مبلغ 268.84 ج.م نقدا بتاريخ 06/07/2026 من ماكينة صراف آلي - Banque Du Caire,ATM Withdrawal,ATM Withdrawal,268.84,ماكينة صراف آلي,Banque Du Caire,BANQUE_DU_CAIRE,06/07/2026,ar
"Cash withdrawal of EGP 1,842.19 from (Rehab) using card ending 6598 on 24 MAY 2026. Remaining Balance: EGP 5,430.13",ATM Withdrawal,ATM Withdrawal,1842.19,ATM WITHDRAWAL,QNB Al Ahli,QNB_ALAHLI,24 MAY 2026,en
"تم الدفع لصالح DEFACTO بمبلغ 2,647.85 جنيه عن طريق بطاقتك بتاريخ 01/07/2026",Shopping,Purchase,2647.85,DEFACTO,بنك اسكندرية,Alexbank,01/07/2026,ar
FAB_EGYPT Alert: EGP 540.23 debited from VODAFONE EGYPT/Account card ending 6867 at POS transaction.,Bills,Purchase,540.23,VODAFONE EGYPT,FAB_EGYPT,FAB,26 FEB 2026,en
"Your corporate salary of EGP 11,086.96 was credited to your account ending in 2176 on 24 MAR 2026. Your available balance is EGP 11,151.50.",Salary,Salary Credit,11086.96,MONTHLY SALARY,FAB,FAB,24 MAR 2026,en
"Dear Customer, your card ending 4239 was used for EGP 334.29 at BAZOOKA on 23 JAN 2026 - CIB Egypt",Dining,Purchase,334.29,BAZOOKA,CIB Egypt,CIB,23 JAN 2026,en
ADIB_EGYPT Alert: EGP 822.34 debited from OSCAR MARKET/Account card ending 8279 at POS transaction.,Groceries,Purchase,822.34,OSCAR MARKET,ADIB_EGYPT,ADIB,03 JUL 2026,en
"Dear Customer, your card ending 2442 was used for EGP 499.97 at BREADFAST on 01 APR 2026 - NBE",Groceries,Purchase,499.97,BREADFAST,NBE,NBE,01 APR 2026,en
تم الدفع لصالح STARBUCKS بمبلغ 455.01 جنيه عن طريق بطاقتك بتاريخ 05/07/2026,Dining,Purchase,455.01,STARBUCKS,Banque Du Caire,BANQUE_DU_CAIRE,05/07/2026,ar
ADIB EGYPT Alert: EGP 632.65 debited from SEOUDI MARKET/Account card ending 8932 at POS transaction.,Groceries,Purchase,632.65,SEOUDI MARKET,ADIB EGYPT,ADIB,23 JAN 2026,en
"تم خصم 471.27 جم من بطاقة الائتمان رقم 9656 عند H&M يوم 06-10 الساعة 22:54 المتاح 3,985.20 جم للمزيد اتصل ب 19623",Shopping,Purchase,471.27,H&M,البنك الأهلي المصري,NBE,06-10,ar
قمت بسحب مبلغ 203.07 ج.م نقدا بتاريخ 18/04/2026 من ماكينة صراف آلي - Alexandria Bank,ATM Withdrawal,ATM Withdrawal,203.07,ماكينة صراف آلي,Alexandria Bank,Alexbank,18/04/2026,ar
"Your monthly salary of EGP 16,058.46 has been credited to account ****3020 - بنك مصر",Salary,Salary Credit,16058.46,MONTHLY SALARY,بنك مصر,BANQUE_MISR,22 APR 2026,en
"Your corporate salary of EGP 24,938.24 was credited to your account ending in 6278 on 07 FEB 2026. Your available balance is EGP 28,922.64.",Salary,Salary Credit,24938.24,MONTHLY SALARY,QNB Al Ahli,QNB_ALAHLI,07 FEB 2026,en
"Transaction Alert: EGP 2,392.95 debited at Pandora on 08 MAY 2026. Card ****4774 - QNB Al Ahli",Shopping,Purchase,2392.95,Pandora,QNB Al Ahli,QNB_ALAHLI,08 MAY 2026,en
"Dear Customer, your card ending 3280 was used for EGP 274.11 at WE TELECOM on 10 MAY 2026 - AAIB",Bills,Purchase,274.11,WE TELECOM,AAIB,AAIB,10 MAY 2026,en
Transaction Alert: EGP 143.63 debited at UBER on 17 JUN 2026. Card ****3757 - ADIB EGYPT,Transport,Purchase,143.63,UBER,ADIB EGYPT,ADIB,17 JUN 2026,en
FAB_EGYPT Alert: EGP 961.10 debited from BIM/Account card ending 7882 at POS transaction.,Groceries,Purchase,961.1,BIM,FAB_EGYPT,FAB,05 JUL 2026,en
تنبيه: عملية شراء بقيمة 306.32 جنيه في NETFLIX تمت بنجاح - QNBAlAhli,Entertainment,Purchase,306.32,NETFLIX,QNBAlAhli,QNB_ALAHLI,10/05/2026,ar
"تنبيه: عملية شراء بقيمة 2,090.61 جنيه في DEFACTO تمت بنجاح - QNB Al Ahli",Shopping,Purchase,2090.61,DEFACTO,QNB Al Ahli,QNB_ALAHLI,13/05/2026,ar
"قمت بتحويل 4,029.72 ج.م إلى شهد ي**** H*** بنجاح بتاريخ 14/05/2026 - بنك مصر",Transfer,Transfer,4029.72,اتصالات كاش,بنك مصر,BANQUE_MISR,14/05/2026,ar
"تمت عملية شراء بمبلغ 1,185.97 ج.م لدى LULU HYPERMARKET باستخدام بطاقتكم المنتهية برقم 8105. الرصيد المتاح: 2,589.93 ج.م.",Groceries,Purchase,1185.97,LULU HYPERMARKET,Banque Du Caire,BANQUE_DU_CAIRE,22/03/2026,ar
"You sent EGP 4,200.18 via Orange Cash on 03 JUL 2026 - ADIB",Transfer,Transfer,4200.18,Orange Cash,ADIB,ADIB,03 JUL 2026,en
تنبيه: عملية شراء بقيمة 134.91 جنيه في GAS MISR تمت بنجاح - QNB Al Ahli,Bills,Purchase,134.91,GAS MISR,QNB Al Ahli,QNB_ALAHLI,16/06/2026,ar
"Your account ending in 8738 has been credited with EGP 1,168.99 via Inward Local Transfer. Total Available Balance: EGP 1,235.45",Transfer,Transfer,1168.99,FAWRY,CIB Egypt,CIB,01 JUL 2026,en
"CIB Alert: Outward InstaPay transfer of EGP 1,921.31 from account XXXXX2602 was successful on 08 APR 2026 08:41. Ref: Rent Payment.",Transfer,Transfer,1921.31,Etisalat Cash,CIB,CIB,08 APR 2026,en
"From HSBC: 26MAY26 MCDONALDS Purchase from 587-302***-202 EGP 305.51- Your available balance is EGP 2,723.09",Dining,Purchase,305.51,MCDONALDS,HSBC,HSBC,26MAY26,en
"Cash withdrawal of EGP 1,684.10 from (Dokki) using card ending 6081 on 16 MAY 2026. Remaining Balance: EGP 3,778.31",ATM Withdrawal,ATM Withdrawal,1684.1,ATM WITHDRAWAL,AAIB,AAIB,16 MAY 2026,en
CIB Egypt Alert: EGP 477.88 debited from BREADFAST COFFEE/Account card ending 4852 at POS transaction.,Dining,Purchase,477.88,BREADFAST COFFEE,CIB Egypt,CIB,30 JUN 2026,en
"تم خصم 288.96 جم من حسابكم رقم 7802 عند INDRIVE يوم 03-01 الساعة 06:33 المتاح 2,246.35 جم للمزيد اتصل ب 19623",Transport,Purchase,288.96,INDRIVE,BanK-AlAhly,NBE,03-01,ar
"Dear Customer, EGP 2,291.00 was withdrawn via Cash Advance from your Credit Card ending 1762You withdrew EGP 2,291.00 from your account using your debit card on 17 FEB 2026 - CIB Egypt",ATM Withdrawal,ATM Withdrawal,2291.0,ATM WITHDRAWAL,CIB Egypt,CIB,17 FEB 2026,en
"تم خصم 167.70 جم من بطاقة الائتمان رقم 2635 عند SPOTIFY يوم 03-22 الساعة 03:35 المتاح 3,596.95 جم للمزيد اتصل ب 19623",Entertainment,Purchase,167.7,SPOTIFY,البنك الأهلي المصري,NBE,03-22,ar
Transaction Alert: EGP 284.77 debited at ANGHAMI on 10 MAY 2026. Card ****2823 - CIB,Entertainment,Purchase,284.77,ANGHAMI,CIB,CIB,10 MAY 2026,en
"تنبيه: تم إضافة تحويل وارد بحسابكم المنتهي برقم 7581 بمبلغ 4,647.54 ج.م من علي م**** K*** بتاريخ اليوم 15/03/2026.",Transfer,Transfer,4647.54,اتصالات كاش,Alex_Bank,Alexbank,15/03/2026,ar
"ADIB Alert: Outward InstaPay transfer of EGP 4,217.96 from account XXXXX7554 was successful on 16 APR 2026 18:28. Ref: Utility Split.",Transfer,Transfer,4217.96,FAWRY,ADIB,ADIB,16 APR 2026,en
تنبيه: عملية شراء بقيمة 850.09 جنيه في LULU HYPERMARKET تمت بنجاح - FAB_EGYPT,Groceries,Purchase,850.09,LULU HYPERMARKET,FAB_EGYPT,FAB,13/03/2026,ar
"وصلك مبلغ 17,426.16 جنيه في حسابك كراتب هذا الشهر، رصيدك الحالي أصبح 18,589.45 جنيه.",Salary,Salary Credit,17426.16,راتب شهري,بنك مصر,BANQUE_MISR,09/03/2026,ar
Transaction Alert: EGP 188.29 debited at CILANTRO on 21 MAR 2026. Card ****7014 - ADIB_EGYPT,Dining,Purchase,188.29,CILANTRO,ADIB_EGYPT,ADIB,21 MAR 2026,en
Cash withdrawal of EGP 708.83 from ATM on 11 JUN 2026. Card ****5684 - QNB-EGYPT,ATM Withdrawal,ATM Withdrawal,708.83,ATM WITHDRAWAL,QNB-EGYPT,QNB_ALAHLI,11 JUN 2026,en
"تم تنفيذ تحويل لحظي من حسابكم رقم 8904 بمبلغ 1,856.99 جم إلى منى ي**** M*** رقم مرجعي 996216898312 يوم 02-23 الساعة 18:35 للمزيد اتصل بـ 19623",Transfer,Transfer,1856.99,فوري,BanK-AlAhly,NBE,02-23,ar
"حولت لصديقك علي س**** S*** مبلغ 2,014.99 جنيه عن طريق تطبيق البنك على موبايلك.",Transfer,Transfer,2014.99,إنستا باي,BM-Egypt,BANQUE_MISR,11/02/2026,ar
"عميلنا العزيز، تم إضافة مرتبكم بمبلغ 21,966.77 ج.م إلى حسابكم المنتهي برقم 1262 بتاريخ 23/03/2026. رصيدكم المتاح الحالي هو 22,068.67 ج.م.",Salary,Salary Credit,21966.77,راتب شهري,Banque Misr,BANQUE_MISR,23/03/2026,ar
"Cash withdrawal of EGP 2,036.88 from ATM on 26 MAY 2026. Card ****1139 - Alex Bank",ATM Withdrawal,ATM Withdrawal,2036.88,ATM WITHDRAWAL,Alex Bank,Alexbank,26 MAY 2026,en
Transaction Alert: EGP 284.97 debited at VOX CINEMA on 27 MAR 2026. Card ****2198 - ADIB_EGYPT,Entertainment,Purchase,284.97,VOX CINEMA,ADIB_EGYPT,ADIB,27 MAR 2026,en
From HSBC EGYPT: 30MAY26 ATM Cash Withdrawal 860-702***-488 EGP 755.96- Your available balance is EGP 823.33,ATM Withdrawal,ATM Withdrawal,755.96,ATM WITHDRAWAL,HSBC EGYPT,HSBC,30MAY26,en
"Cash withdrawal of EGP 2,635.86 from (Nasr City) using card ending 8516 on 26 MAR 2026. Remaining Balance: EGP 2,928.08",ATM Withdrawal,ATM Withdrawal,2635.86,ATM WITHDRAWAL,QNB-EGYPT,QNB_ALAHLI,26 MAR 2026,en
"تمت عملية شراء بمبلغ 445.05 ج.م لدى KFC باستخدام بطاقتكم المنتهية برقم 9115. الرصيد المتاح: 2,905.18 ج.م.",Dining,Purchase,445.05,KFC,CIB-EGYPT,CIB,22/06/2026,ar
AAIB-EGYPT Alert: EGP 396.68 debited from ELECTRICITY COMPANY/Account card ending 9745 at POS transaction.,Bills,Purchase,396.68,ELECTRICITY COMPANY,AAIB-EGYPT,AAIB,10 JUN 2026,en
"Dear Customer, your card ending 8629 was used for EGP 44.11 at UBER on 08 FEB 2026 - AAIB-EGYPT",Transport,Purchase,44.11,UBER,AAIB-EGYPT,AAIB,08 FEB 2026,en
"عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 5813 لسداد مبلغ 1,172.41 ج.م لدى AWLAD RAGAB.",Groceries,Purchase,1172.41,AWLAD RAGAB,بنك اسكندرية,Alexbank,05/03/2026,ar
QNB Alert: EGP 656.07 debited from VODAFONE EGYPT/Account card ending 7393 at POS transaction.,Bills,Purchase,656.07,VODAFONE EGYPT,QNB,QNB_ALAHLI,11 MAR 2026,en
"Dear Customer, your card ending 7499 was used for EGP 276.94 at ORANGE EGYPT on 27 JUN 2026 - ADIB",Bills,Purchase,276.94,ORANGE EGYPT,ADIB,ADIB,27 JUN 2026,en
تنبيه: عملية شراء بقيمة 269.52 جنيه في SEOUDI MARKET تمت بنجاح - AAIB-EGYPT,Groceries,Purchase,269.52,SEOUDI MARKET,AAIB-EGYPT,AAIB,08/04/2026,ar
"You sent EGP 4,665.64 via INSTAPAY on 06 JUL 2026 - CIB Egypt",Transfer,Transfer,4665.64,INSTAPAY,CIB Egypt,CIB,06 JUL 2026,en
Transaction Alert: EGP 310.34 debited at SPOTIFY on 04 MAY 2026. Card ****7406 - CIB-EGYPT,Entertainment,Purchase,310.34,SPOTIFY,CIB-EGYPT,CIB,04 MAY 2026,en
"Your monthly salary of EGP 18,920.94 has been credited to account ****8999 - QNBAlAhli",Salary,Salary Credit,18920.94,MONTHLY SALARY,QNBAlAhli,QNB_ALAHLI,27 JUN 2026,en
"Your monthly salary of EGP 20,018.47 has been credited to account ****9426 - ADIB",Salary,Salary Credit,20018.47,MONTHLY SALARY,ADIB,ADIB,15 JUL 2026,en
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 9657 لسداد مبلغ 163.57 ج.م لدى ELMENUS.,Dining,Purchase,163.57,ELMENUS,BM-Egypt,BANQUE_MISR,10/07/2026,ar
تنبيه: عملية شراء بقيمة 270.93 جنيه في METRO MARKET تمت بنجاح - HSBC,Groceries,Purchase,270.93,METRO MARKET,HSBC,HSBC,07/02/2026,ar
"Cash withdrawal of EGP 2,716.76 from ATM on 28 FEB 2026. Card ****4626 - CIB-EGYPT",ATM Withdrawal,ATM Withdrawal,2716.76,ATM WITHDRAWAL,CIB-EGYPT,CIB,28 FEB 2026,en
"Your corporate salary of EGP 19,467.94 was credited to your account ending in 5286 on 08 MAR 2026. Your available balance is EGP 19,679.79.",Salary,Salary Credit,19467.94,MONTHLY SALARY,CIB,CIB,08 MAR 2026,en
"Dear Customer, your card ending 9862 was used for EGP 2,631.07 at CARINA on 11 MAR 2026 - NBE",Shopping,Purchase,2631.07,CARINA,NBE,NBE,11 MAR 2026,en
"Dear Customer, your card ending 1195 was used for EGP 149.11 at EMIRATES MISR on 04 MAR 2026 - QNB Al Ahli",Transport,Purchase,149.11,EMIRATES MISR,QNB Al Ahli,QNB_ALAHLI,04 MAR 2026,en
"From HSBC EGYPT: 13FEB26 GOURMET EGYPT Purchase from 395-549***-227 EGP 299.35- Your available balance is EGP 4,056.69",Groceries,Purchase,299.35,GOURMET EGYPT,HSBC EGYPT,HSBC,13FEB26,en
QNBAlAhli Alert: EGP 205.23 debited from KFC/Account card ending 7259 at POS transaction.,Dining,Purchase,205.23,KFC,QNBAlAhli,QNB_ALAHLI,08 JUL 2026,en
"Dear Customer, your card ending 3220 was used for EGP 1,924.54 at 2B on 12 MAR 2026 - CIB-EGYPT",Shopping,Purchase,1924.54,2B,CIB-EGYPT,CIB,12 MAR 2026,en
"عميلنا العزيز، تم إضافة مرتبكم بمبلغ 20,950.08 ج.م إلى حسابكم المنتهي برقم 8392 بتاريخ 26/03/2026. رصيدكم المتاح الحالي هو 24,851.25 ج.م.",Salary,Salary Credit,20950.08,راتب شهري,Alex Bank,Alexbank,26/03/2026,ar
"You sent EGP 4,625.62 via Orange Cash on 18 MAR 2026 - CIB Egypt",Transfer,Transfer,4625.62,Orange Cash,CIB Egypt,CIB,18 MAR 2026,en
"سحب نقدي بمبلغ 1,521.19 جنيه من ماكينة صراف آلي بتاريخ 04/07/2026 - QNB-EGYPT",ATM Withdrawal,ATM Withdrawal,1521.19,ماكينة صراف آلي,QNB-EGYPT,QNB_ALAHLI,04/07/2026,ar
تم خصم 163.89 جم من بطاقة الائتمان رقم 7950 عند TOTAL FUEL STATION يوم 03-01 الساعة 02:13 المتاح 250.18 جم للمزيد اتصل ب 19623,Transport,Purchase,163.89,TOTAL FUEL STATION,البنك الأهلي المصري,NBE,03-01,ar
"تم تحويل مبلغ 1,757.87 جنيه إلى حساب ****3233 عبر تيلدا بتاريخ 05/06/2026",Transfer,Transfer,1757.87,تيلدا,AlexandriaBank,Alexbank,05/06/2026,ar
AAIB Alert: EGP 613.16 debited from ELECTRICITY COMPANY/Account card ending 6984 at POS transaction.,Bills,Purchase,613.16,ELECTRICITY COMPANY,AAIB,AAIB,27 JAN 2026,en
عزيزنا العميل، تم خصم مبلغ 468.38 جنيه من حسابك رقم ****6597 لدى ELMENUS بتاريخ 22/01/2026 - Alex_Bank,Dining,Purchase,468.38,ELMENUS,Alex_Bank,Alexbank,22/01/2026,ar
تنبيه: تم سحب مبلغ 504.80 ج.م باستخدام بطاقة الخصم المباشر 3583 من ماكينة بنك آخر. تم تطبيق رسوم سحب بقيمة 10.00 ج.م.,ATM Withdrawal,ATM Withdrawal,504.8,ماكينة صراف آلي,بنك مصر,BANQUE_MISR,02/03/2026,ar
"Dear Customer, your card ending 1157 was used for EGP 2,858.11 at H&M on 22 JAN 2026 - QNB-EGYPT",Shopping,Purchase,2858.11,H&M,QNB-EGYPT,QNB_ALAHLI,22 JAN 2026,en
Cash withdrawal of EGP 711.33 from ATM on 17 MAY 2026. Card ****9993 - QNBAlAhli,ATM Withdrawal,ATM Withdrawal,711.33,ATM WITHDRAWAL,QNBAlAhli,QNB_ALAHLI,17 MAY 2026,en
تنبيه: عملية شراء بقيمة 400.62 جنيه في WATER COMPANY تمت بنجاح - BDC-Egypt,Bills,Purchase,400.62,WATER COMPANY,BDC-Egypt,BANQUE_DU_CAIRE,26/04/2026,ar
"From HSBC EGYPT: 02JUN26 Salary Credit 745-394***-186 EGP 13,190.59+ Your available balance is EGP 16,328.92",Salary,Salary Credit,13190.59,MONTHLY SALARY,HSBC EGYPT,HSBC,02JUN26,en
"Dear Customer, EGP 1,133.26 was withdrawn via Cash Advance from your Credit Card ending 1740You withdrew EGP 1,133.26 from your account using your debit card on 17 FEB 2026 - AAIB-EGYPT",ATM Withdrawal,ATM Withdrawal,1133.26,ATM WITHDRAWAL,AAIB-EGYPT,AAIB,17 FEB 2026,en
"Dear Customer, your card ending 7532 was used for EGP 231.49 at TALABAT on 05 JUL 2026 - FAB EGYPT",Dining,Purchase,231.49,TALABAT,FAB EGYPT,FAB,05 JUL 2026,en
"Dear Customer, your card ending 9537 was used for EGP 731.93 at AWLAD RAGAB on 08 APR 2026 - FAB EGYPT",Groceries,Purchase,731.93,AWLAD RAGAB,FAB EGYPT,FAB,08 APR 2026,en
Transaction Alert: EGP 189.19 debited at WE TELECOM on 27 APR 2026. Card ****3069 - Banque Du Caire,Bills,Purchase,189.19,WE TELECOM,Banque Du Caire,BANQUE_DU_CAIRE,27 APR 2026,en
"تم خصم 2,966.76 جم من بطاقة الائتمان رقم 2500 عند LC WAIKIKI يوم 01-29 الساعة 06:21 المتاح 7,541.78 جم للمزيد اتصل ب 19623",Shopping,Purchase,2966.76,LC WAIKIKI,NBE,NBE,01-29,ar
"CIB Alert: Outward InstaPay transfer of EGP 2,487.98 from account XXXXX4931 was successful on 20 JUN 2026 07:25. Ref: Tuition Fees.",Transfer,Transfer,2487.98,Etisalat Cash,CIB,CIB,20 JUN 2026,en
"تم خصم 118.69 جم من بطاقة الخصم رقم 8802 عند TALABAT يوم 03-19 الساعة 17:28 المتاح 5,036.37 جم للمزيد اتصل ب 19623",Dining,Purchase,118.69,TALABAT,NBE,NBE,03-19,ar
"عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 4787 لسداد مبلغ 2,010.15 ج.م لدى Pandora.",Shopping,Purchase,2010.15,Pandora,FAB EGYPT,FAB,14/03/2026,ar
"تم خصم 751.20 جم من حسابكم رقم 2020 عند CARREFOUR يوم 04-26 الساعة 13:44 المتاح 2,874.16 جم للمزيد اتصل ب 19623",Groceries,Purchase,751.2,CARREFOUR,NBE,NBE,04-26,ar
"Cash withdrawal of EGP 1,491.67 from ATM on 07 MAR 2026. Card ****7328 - AAIB",ATM Withdrawal,ATM Withdrawal,1491.67,ATM WITHDRAWAL,AAIB,AAIB,07 MAR 2026,en
"Your monthly salary of EGP 16,506.56 has been credited to account ****6426 - QNB-EGYPT",Salary,Salary Credit,16506.56,MONTHLY SALARY,QNB-EGYPT,QNB_ALAHLI,12 JUN 2026,en
CIB-EGYPT Alert: EGP 992.67 debited from AMAZON EGYPT/Account card ending 1041 at POS transaction.,Shopping,Purchase,992.67,AMAZON EGYPT,CIB-EGYPT,CIB,12 MAY 2026,en
"Cash withdrawal of EGP 2,232.77 from (Maadi) using card ending 3138 on 26 JAN 2026. Remaining Balance: EGP 5,899.00",ATM Withdrawal,ATM Withdrawal,2232.77,ATM WITHDRAWAL,ADIB_EGYPT,ADIB,26 JAN 2026,en
"From HSBC EGYPT: 04MAY26 GAS MISR Purchase from 887-674***-258 EGP 683.88- Your available balance is EGP 4,620.93",Bills,Purchase,683.88,GAS MISR,HSBC EGYPT,HSBC,04MAY26,en
"Dear Customer, your card ending 6138 was used for EGP 1,195.19 at BIM on 06 JUN 2026 - ADIB EGYPT",Groceries,Purchase,1195.19,BIM,ADIB EGYPT,ADIB,06 JUN 2026,en
Transaction Alert: EGP 483.90 debited at VODAFONE EGYPT on 10 JUN 2026. Card ****2646 - QNB,Bills,Purchase,483.9,VODAFONE EGYPT,QNB,QNB_ALAHLI,10 JUN 2026,en
"Dear Customer, your card ending 1701 was used for EGP 37.64 at EMIRATES MISR on 01 MAR 2026 - ADIB EGYPT",Transport,Purchase,37.64,EMIRATES MISR,ADIB EGYPT,ADIB,01 MAR 2026,en
"CIB-EGYPT Alert: Outward InstaPay transfer of EGP 2,968.01 from account XXXXX4047 was successful on 20 FEB 2026 21:57. Ref: Family Support.",Transfer,Transfer,2968.01,FAWRY,CIB-EGYPT,CIB,20 FEB 2026,en
QNB Al Ahli Alert: EGP 258.02 debited from CILANTRO/Account card ending 8580 at POS transaction.,Dining,Purchase,258.02,CILANTRO,QNB Al Ahli,QNB_ALAHLI,20 JAN 2026,en
Transaction Alert: EGP 139.85 debited at ANGHAMI on 15 FEB 2026. Card ****1334 - AAIB,Entertainment,Purchase,139.85,ANGHAMI,AAIB,AAIB,15 FEB 2026,en
"Transaction Alert: EGP 2,581.14 debited at JUMIA on 27 FEB 2026. Card ****5836 - Banque Du Caire",Shopping,Purchase,2581.14,JUMIA,Banque Du Caire,BANQUE_DU_CAIRE,27 FEB 2026,en
"تمت عملية شراء بمبلغ 370.40 ج.م لدى MCDONALDS باستخدام بطاقتكم المنتهية برقم 6311. الرصيد المتاح: 3,534.55 ج.م.",Dining,Purchase,370.4,MCDONALDS,Banque Du Caire,BANQUE_DU_CAIRE,12/05/2026,ar
تنبيه: تم سحب مبلغ 236.52 ج.م باستخدام بطاقة الخصم المباشر 6307 من ماكينة بنك آخر. تم تطبيق رسوم سحب بقيمة 2.00 ج.م.,ATM Withdrawal,ATM Withdrawal,236.52,ماكينة صراف آلي,AAIB-EGYPT,AAIB,23/06/2026,ar
Transaction Alert: EGP 585.16 debited at SPINNEYS on 20 JUN 2026. Card ****7732 - CIB Egypt,Groceries,Purchase,585.16,SPINNEYS,CIB Egypt,CIB,20 JUN 2026,en
"Cash withdrawal of EGP 2,353.87 from ATM on 11 MAR 2026. Card ****3525 - QNBAlAhli",ATM Withdrawal,ATM Withdrawal,2353.87,ATM WITHDRAWAL,QNBAlAhli,QNB_ALAHLI,11 MAR 2026,en
"Dear Customer, your card ending 3548 was used for EGP 250.99 at SPOTIFY on 11 JUL 2026 - CIB-EGYPT",Entertainment,Purchase,250.99,SPOTIFY,CIB-EGYPT,CIB,11 JUL 2026,en
"تم خصم 26.72 جم من حسابكم رقم 4296 عند CAREEM يوم 02-08 الساعة 13:02 المتاح 5,021.71 جم للمزيد اتصل ب 19623",Transport,Purchase,26.72,CAREEM,BanK-AlAhly,NBE,02-08,ar
"Dear Customer, your card ending 1745 was used for EGP 212.32 at EMIRATES MISR on 27 JUN 2026 - AAIB-EGYPT",Transport,Purchase,212.32,EMIRATES MISR,AAIB-EGYPT,AAIB,27 JUN 2026,en
